support,promoters,formula,predicted_max_yield,ensemble_std,nn_distance,min_element_support,tier
Ba,Mo+Na+Tb,Ba(90.0) Mo(3.33) Na(3.33) Tb(3.33),17.175,0.157,2.913,75,IN_SUPPORT
Ba,W+Nd+La,Ba(90.0) W(3.33) Nd(3.33) La(3.33),17.172,0.187,2.292,83,IN_SUPPORT
Ba,Fe+Y+Sr,Ba(90.0) Fe(3.33) Y(3.33) Sr(3.33),17.17,0.165,3.716,67,IN_SUPPORT
Ba,W+Li+La,Ba(90.0) W(3.33) Li(3.33) La(3.33),17.168,0.141,0.153,113,IN_SUPPORT
Ba,Zn+Nd+Eu,Ba(90.0) Zn(3.33) Nd(3.33) Eu(3.33),17.168,0.113,3.817,74,IN_SUPPORT
Ba,Zn+Tb+Eu,Ba(90.0) Zn(3.33) Tb(3.33) Eu(3.33),17.165,0.113,3.943,74,IN_SUPPORT
Ba,Fe+Eu+Ca,Ba(90.0) Fe(3.33) Eu(3.33) Ca(3.33),17.164,0.133,2.435,74,IN_SUPPORT
Ba,Zn+Nd+La,Ba(90.0) Zn(3.33) Nd(3.33) La(3.33),17.163,0.154,2.288,83,IN_SUPPORT
Ba,Li+La+Zr,Ba(90.0) Li(3.33) La(3.33) Zr(3.33),17.16,0.143,0.153,113,IN_SUPPORT
Ba,W+Cs+Na,Ba(90.0) W(3.33) Cs(3.33) Na(3.33),17.153,0.122,2.913,80,IN_SUPPORT
Ba,Mo+Na+Ti,Ba(90.0) Mo(3.33) Na(3.33) Ti(3.33),17.15,0.18,2.09,80,IN_SUPPORT
Ba,Li+Fe+La,Ba(90.0) Li(3.33) Fe(3.33) La(3.33),17.148,0.18,2.492,96,IN_SUPPORT
Ba,Mo+K+Mg,Ba(90.0) Mo(3.33) K(3.33) Mg(3.33),17.147,0.16,0.177,95,IN_SUPPORT
Ba,Nd+La+Zr,Ba(90.0) Nd(3.33) La(3.33) Zr(3.33),17.141,0.209,0.202,83,IN_SUPPORT
Ba,Mo+Fe+Ce,Ba(90.0) Mo(3.33) Fe(3.33) Ce(3.33),17.141,0.119,0.2,96,IN_SUPPORT
Ba,W+Mo+Mg,Ba(90.0) W(3.33) Mo(3.33) Mg(3.33),17.135,0.085,2.092,121,IN_SUPPORT
Ba,W+Cs+Sr,Ba(90.0) W(3.33) Cs(3.33) Sr(3.33),17.133,0.057,3.099,67,IN_SUPPORT
Ba,W+La+Sr,Ba(90.0) W(3.33) La(3.33) Sr(3.33),17.132,0.172,2.288,67,IN_SUPPORT
Ba,W+Zn+K,Ba(90.0) W(3.33) Zn(3.33) K(3.33),17.132,0.081,2.291,95,IN_SUPPORT
Ba,Fe+K+Eu,Ba(90.0) Fe(3.33) K(3.33) Eu(3.33),17.127,0.16,3.836,74,IN_SUPPORT
Ba,Mo+K+Tb,Ba(90.0) Mo(3.33) K(3.33) Tb(3.33),17.127,0.118,2.969,75,IN_SUPPORT
Ba,Mo+Na+Mg,Ba(90.0) Mo(3.33) Na(3.33) Mg(3.33),17.119,0.125,2.092,80,IN_SUPPORT
Ba,K+La+Eu,Ba(90.0) K(3.33) La(3.33) Eu(3.33),17.118,0.148,2.974,74,IN_SUPPORT
Ba,Nd+La+Sr,Ba(90.0) Nd(3.33) La(3.33) Sr(3.33),17.118,0.154,3.114,67,IN_SUPPORT
Ba,Mo+Nd+Tb,Ba(90.0) Mo(3.33) Nd(3.33) Tb(3.33),17.114,0.19,3.114,75,IN_SUPPORT
Ba,Fe+La+Ti,Ba(90.0) Fe(3.33) La(3.33) Ti(3.33),17.113,0.132,0.137,96,IN_SUPPORT
Ba,La+Tb+Eu,Ba(90.0) La(3.33) Tb(3.33) Eu(3.33),17.111,0.187,3.228,74,IN_SUPPORT
Ba,K+Y+La,Ba(90.0) K(3.33) Y(3.33) La(3.33),17.107,0.129,0.177,84,IN_SUPPORT
Ba,Li+Zn+Eu,Ba(90.0) Li(3.33) Zn(3.33) Eu(3.33),17.105,0.21,3.566,74,IN_SUPPORT
Ba,W+K+Y,Ba(90.0) W(3.33) K(3.33) Y(3.33),17.103,0.086,2.29,84,IN_SUPPORT
Ba,Eu+Sr,Ba(93.3) Eu(3.33) Sr(3.33),17.101,0.142,3.058,67,IN_SUPPORT
Ba,W+Na+Zr,Ba(90.0) W(3.33) Na(3.33) Zr(3.33),17.099,0.168,2.294,80,IN_SUPPORT
Ba,Nd+La+Eu,Ba(90.0) Nd(3.33) La(3.33) Eu(3.33),17.092,0.134,3.061,74,IN_SUPPORT
Ba,W+Fe,Ba(93.3) W(3.33) Fe(3.33),17.092,0.179,2.288,96,IN_SUPPORT
Ba,Li+Y+La,Ba(90.0) Li(3.33) Y(3.33) La(3.33),17.084,0.162,2.498,84,IN_SUPPORT
Ba,Y+Eu+Sr,Ba(90.0) Y(3.33) Eu(3.33) Sr(3.33),17.083,0.173,4.225,67,IN_SUPPORT
Ba,Cs+Eu+Ti,Ba(90.0) Cs(3.33) Eu(3.33) Ti(3.33),17.075,0.175,0.184,74,IN_SUPPORT
Ba,W+Sr+Zr,Ba(90.0) W(3.33) Sr(3.33) Zr(3.33),17.072,0.123,2.288,67,IN_SUPPORT
Ba,W+Li+Zr,Ba(90.0) W(3.33) Li(3.33) Zr(3.33),17.064,0.108,0.156,113,IN_SUPPORT
Ba,Fe+Sr+Zr,Ba(90.0) Fe(3.33) Sr(3.33) Zr(3.33),17.062,0.159,3.033,67,IN_SUPPORT
Ba,Na+Eu,Ba(93.3) Na(3.33) Eu(3.33),17.056,0.101,2.918,74,IN_SUPPORT
Ba,Cs+Zn+Ti,Ba(90.0) Cs(3.33) Zn(3.33) Ti(3.33),17.056,0.087,2.547,111,IN_SUPPORT
Ba,W+Li+Fe,Ba(90.0) W(3.33) Li(3.33) Fe(3.33),17.054,0.188,3.033,96,IN_SUPPORT
Ba,Zn+Mg+Eu,Ba(90.0) Zn(3.33) Mg(3.33) Eu(3.33),17.052,0.169,2.548,74,IN_SUPPORT
Ba,W+Mg+Zr,Ba(90.0) W(3.33) Mg(3.33) Zr(3.33),17.046,0.107,0.243,135,IN_SUPPORT
Ba,W+Zn+Sr,Ba(90.0) W(3.33) Zn(3.33) Sr(3.33),17.038,0.068,3.425,67,IN_SUPPORT
Ba,Li+Zn+La,Ba(90.0) Li(3.33) Zn(3.33) La(3.33),17.037,0.166,2.548,111,IN_SUPPORT
Ba,W+Eu+Ca,Ba(90.0) W(3.33) Eu(3.33) Ca(3.33),17.035,0.115,0.191,74,IN_SUPPORT
Ba,W+Cs+Li,Ba(90.0) W(3.33) Cs(3.33) Li(3.33),17.034,0.1,2.09,113,IN_SUPPORT
Ba,Cs+Fe+Zr,Ba(90.0) Cs(3.33) Fe(3.33) Zr(3.33),17.032,0.191,2.09,96,IN_SUPPORT
Ba,Cs+Sr+Ti,Ba(90.0) Cs(3.33) Sr(3.33) Ti(3.33),17.025,0.132,2.096,67,IN_SUPPORT
Ba,Tb+Eu+Sr,Ba(90.0) Tb(3.33) Eu(3.33) Sr(3.33),17.021,0.15,3.716,67,IN_SUPPORT
Ba,Zn+K+Eu,Ba(90.0) Zn(3.33) K(3.33) Eu(3.33),17.02,0.072,3.061,74,IN_SUPPORT
Ba,Zn+Eu+Zr,Ba(90.0) Zn(3.33) Eu(3.33) Zr(3.33),17.017,0.103,2.55,74,IN_SUPPORT
Ba,Na+Eu+Sr,Ba(90.0) Na(3.33) Eu(3.33) Sr(3.33),17.01,0.196,3.906,67,IN_SUPPORT
Ba,Mo+Hf+La,Ba(90.0) Mo(3.33) Hf(3.33) La(3.33),17.009,0.205,0.177,83,IN_SUPPORT
Ba,Mo+Nd+Zr,Ba(90.0) Mo(3.33) Nd(3.33) Zr(3.33),17.007,0.109,2.443,83,IN_SUPPORT
Ba,Zn+La+Tb,Ba(90.0) Zn(3.33) La(3.33) Tb(3.33),17.0,0.098,2.493,75,IN_SUPPORT
Ba,Na+La+Eu,Ba(90.0) Na(3.33) La(3.33) Eu(3.33),16.999,0.125,2.919,74,IN_SUPPORT
Ba,La+Tb+Sr,Ba(90.0) La(3.33) Tb(3.33) Sr(3.33),16.997,0.108,3.223,67,IN_SUPPORT
Ba,Li+La+Sr,Ba(90.0) Li(3.33) La(3.33) Sr(3.33),16.996,0.153,2.493,67,IN_SUPPORT
Ba,Mg+La+Zr,Ba(90.0) Mg(3.33) La(3.33) Zr(3.33),16.995,0.172,0.177,146,IN_SUPPORT
Ba,W+Nd+Zr,Ba(90.0) W(3.33) Nd(3.33) Zr(3.33),16.994,0.161,2.297,83,IN_SUPPORT
Ba,W+Cs+Nd,Ba(90.0) W(3.33) Cs(3.33) Nd(3.33),16.99,0.093,3.101,83,IN_SUPPORT
Ba,Zn+K+La,Ba(90.0) Zn(3.33) K(3.33) La(3.33),16.989,0.107,0.19,95,IN_SUPPORT
Ba,W+Cs+Tb,Ba(90.0) W(3.33) Cs(3.33) Tb(3.33),16.989,0.098,2.09,75,IN_SUPPORT
Ba,La+Eu,Ba(93.3) La(3.33) Eu(3.33),16.985,0.18,0.227,74,IN_SUPPORT
Ba,W+La+Tb,Ba(90.0) W(3.33) La(3.33) Tb(3.33),16.981,0.179,0.153,75,IN_SUPPORT
Ba,Zn+Eu+Ti,Ba(90.0) Zn(3.33) Eu(3.33) Ti(3.33),16.978,0.182,2.554,74,IN_SUPPORT
Ba,Mo+Zn+Ca,Ba(90.0) Mo(3.33) Zn(3.33) Ca(3.33),16.974,0.129,0.157,111,IN_SUPPORT
Ba,Nd+Eu+Sr,Ba(90.0) Nd(3.33) Eu(3.33) Sr(3.33),16.974,0.117,4.365,67,EXTRAPOLATIVE
Ba,W+Zn+Tb,Ba(90.0) W(3.33) Zn(3.33) Tb(3.33),16.969,0.102,2.548,75,IN_SUPPORT
Ba,Mo+Mg+Ti,Ba(90.0) Mo(3.33) Mg(3.33) Ti(3.33),16.969,0.098,0.297,121,IN_SUPPORT
Ba,Zn+Y+Sr,Ba(90.0) Zn(3.33) Y(3.33) Sr(3.33),16.968,0.108,4.2,67,IN_SUPPORT
Ba,Mo+Nd+Ti,Ba(90.0) Mo(3.33) Nd(3.33) Ti(3.33),16.965,0.119,2.442,83,IN_SUPPORT
Ba,Y+La+Tb,Ba(90.0) Y(3.33) La(3.33) Tb(3.33),16.964,0.135,3.227,75,IN_SUPPORT
Ba,Fe+K+La,Ba(90.0) Fe(3.33) K(3.33) La(3.33),16.957,0.146,2.493,95,IN_SUPPORT
Ba,Cs+Fe+Tb,Ba(90.0) Cs(3.33) Fe(3.33) Tb(3.33),16.953,0.128,3.838,75,IN_SUPPORT
Ba,Y+Eu,Ba(93.3) Y(3.33) Eu(3.33),16.947,0.124,2.492,74,IN_SUPPORT
Ba,Li+Eu+Sr,Ba(90.0) Li(3.33) Eu(3.33) Sr(3.33),16.943,0.228,3.946,67,IN_SUPPORT
Ba,W+Na+La,Ba(90.0) W(3.33) Na(3.33) La(3.33),16.943,0.159,2.294,80,IN_SUPPORT
Ba,Nd+Eu,Ba(93.3) Nd(3.33) Eu(3.33),16.942,0.112,3.062,74,IN_SUPPORT
Ba,Fe+Nd+Sr,Ba(90.0) Fe(3.33) Nd(3.33) Sr(3.33),16.942,0.122,3.414,67,IN_SUPPORT
Ba,Fe+Y+Zr,Ba(90.0) Fe(3.33) Y(3.33) Zr(3.33),16.941,0.141,3.034,84,IN_SUPPORT
Ba,Mo+Mg+Tb,Ba(90.0) Mo(3.33) Mg(3.33) Tb(3.33),16.939,0.142,0.177,75,IN_SUPPORT
Ba,W+Li+Zn,Ba(90.0) W(3.33) Li(3.33) Zn(3.33),16.938,0.065,2.548,111,IN_SUPPORT
Ba,La+Tb+Zr,Ba(90.0) La(3.33) Tb(3.33) Zr(3.33),16.933,0.138,2.294,75,IN_SUPPORT
Ba,Cs+Zn+Sr,Ba(90.0) Cs(3.33) Zn(3.33) Sr(3.33),16.932,0.122,3.296,67,IN_SUPPORT
Ba,W+Fe+Ca,Ba(90.0) W(3.33) Fe(3.33) Ca(3.33),16.921,0.194,2.293,96,IN_SUPPORT
Ba,Mo+Zn+Ce,Ba(90.0) Mo(3.33) Zn(3.33) Ce(3.33),16.92,0.155,0.199,111,IN_SUPPORT
Ba,Cs+Fe+La,Ba(90.0) Cs(3.33) Fe(3.33) La(3.33),16.919,0.203,2.089,96,IN_SUPPORT
Ba,Mg+Eu+Sr,Ba(90.0) Mg(3.33) Eu(3.33) Sr(3.33),16.917,0.199,3.059,67,IN_SUPPORT
Ba,Fe+Y,Ba(93.3) Fe(3.33) Y(3.33),16.911,0.111,3.037,84,IN_SUPPORT
Ba,Fe+Tb+Sr,Ba(90.0) Fe(3.33) Tb(3.33) Sr(3.33),16.909,0.172,4.426,67,EXTRAPOLATIVE
Ba,Mo+Zr+Ti,Ba(90.0) Mo(3.33) Zr(3.33) Ti(3.33),16.9,0.08,0.285,121,IN_SUPPORT
Ba,Cs+Fe+Nd,Ba(90.0) Cs(3.33) Fe(3.33) Nd(3.33),16.899,0.114,2.09,83,IN_SUPPORT
Ba,Fe+Eu+V,Ba(90.0) Fe(3.33) Eu(3.33) V(3.33),16.891,0.175,3.033,73,IN_SUPPORT
Ba,Mo+Tb+Zr,Ba(90.0) Mo(3.33) Tb(3.33) Zr(3.33),16.884,0.126,0.156,75,IN_SUPPORT
Ba,W+K+Zr,Ba(90.0) W(3.33) K(3.33) Zr(3.33),16.881,0.108,0.156,95,IN_SUPPORT
Ba,Cs+Na+Eu,Ba(90.0) Cs(3.33) Na(3.33) Eu(3.33),16.88,0.156,2.915,74,IN_SUPPORT
Ba,Mo+Ce+Ti,Ba(90.0) Mo(3.33) Ce(3.33) Ti(3.33),16.87,0.063,0.311,121,IN_SUPPORT
Ba,Eu+Sr+Zr,Ba(90.0) Eu(3.33) Sr(3.33) Zr(3.33),16.868,0.15,3.059,67,IN_SUPPORT
Ba,W+Mg+Eu,Ba(90.0) W(3.33) Mg(3.33) Eu(3.33),16.866,0.133,0.208,74,IN_SUPPORT
Ba,Fe+Sr+Ti,Ba(90.0) Fe(3.33) Sr(3.33) Ti(3.33),16.862,0.179,3.037,67,IN_SUPPORT
Ba,W+Tb+Zr,Ba(90.0) W(3.33) Tb(3.33) Zr(3.33),16.861,0.151,0.156,75,IN_SUPPORT
Ba,W+K+Na,Ba(90.0) W(3.33) K(3.33) Na(3.33),16.859,0.12,2.292,80,IN_SUPPORT
Ba,W+Y+Sr,Ba(90.0) W(3.33) Y(3.33) Sr(3.33),16.855,0.117,4.047,67,IN_SUPPORT
Ba,Cs+Eu,Ba(93.3) Cs(3.33) Eu(3.33),16.853,0.117,0.128,74,IN_SUPPORT
Ba,La+Zr+Ti,Ba(90.0) La(3.33) Zr(3.33) Ti(3.33),16.85,0.222,0.153,165,IN_SUPPORT
Ba,Zn+La+Ti,Ba(90.0) Zn(3.33) La(3.33) Ti(3.33),16.85,0.129,2.435,111,IN_SUPPORT
Ba,Fe+Mg+La,Ba(90.0) Fe(3.33) Mg(3.33) La(3.33),16.85,0.224,0.164,96,IN_SUPPORT
Ba,Mo+Zn+V,Ba(90.0) Mo(3.33) Zn(3.33) V(3.33),16.849,0.149,2.551,73,IN_SUPPORT
Ba,Cs+Y+Eu,Ba(90.0) Cs(3.33) Y(3.33) Eu(3.33),16.844,0.133,3.058,74,IN_SUPPORT
Ba,Y+La,Ba(93.3) Y(3.33) La(3.33),16.843,0.159,0.212,84,IN_SUPPORT
Ba,Y+Na+Eu,Ba(90.0) Y(3.33) Na(3.33) Eu(3.33),16.838,0.158,3.817,74,IN_SUPPORT
Ba,Y+Nd+La,Ba(90.0) Y(3.33) Nd(3.33) La(3.33),16.836,0.113,0.207,83,IN_SUPPORT
Ba,Cs+Fe,Ba(93.3) Cs(3.33) Fe(3.33),16.832,0.122,2.089,96,IN_SUPPORT
Ba,Fe+Y+Tb,Ba(90.0) Fe(3.33) Y(3.33) Tb(3.33),16.828,0.159,3.842,75,IN_SUPPORT
Ba,Eu+Ti,Ba(93.3) Eu(3.33) Ti(3.33),16.827,0.142,0.226,74,IN_SUPPORT
Ba,Cs+Li+Eu,Ba(90.0) Cs(3.33) Li(3.33) Eu(3.33),16.82,0.162,2.495,74,IN_SUPPORT
Ba,Mo+Sr+Ca,Ba(90.0) Mo(3.33) Sr(3.33) Ca(3.33),16.816,0.102,0.142,67,IN_SUPPORT
Ba,Cs+Mo+Ca,Ba(90.0) Cs(3.33) Mo(3.33) Ca(3.33),16.815,0.082,0.157,121,IN_SUPPORT
Ba,Cs+K+Eu,Ba(90.0) Cs(3.33) K(3.33) Eu(3.33),16.814,0.096,2.971,74,IN_SUPPORT
Ba,Zn+Y,Ba(93.3) Zn(3.33) Y(3.33),16.811,0.096,2.552,84,IN_SUPPORT
Ba,Li+La,Ba(93.3) Li(3.33) La(3.33),16.802,0.101,0.208,113,IN_SUPPORT
Ba,Fe+Ti,Ba(93.3) Fe(3.33) Ti(3.33),16.8,0.09,0.153,96,IN_SUPPORT
Ba,La+Sr+Ti,Ba(90.0) La(3.33) Sr(3.33) Ti(3.33),16.8,0.158,0.156,67,IN_SUPPORT
Ba,Fe+Ce+La,Ba(90.0) Fe(3.33) Ce(3.33) La(3.33),16.799,0.24,0.17,96,IN_SUPPORT
Ba,W+Fe+Mg,Ba(90.0) W(3.33) Fe(3.33) Mg(3.33),16.798,0.178,2.294,96,IN_SUPPORT
Ba,W+Zn,Ba(93.3) W(3.33) Zn(3.33),16.798,0.095,2.55,111,IN_SUPPORT
Ba,W+K+Nd,Ba(90.0) W(3.33) K(3.33) Nd(3.33),16.797,0.101,3.114,83,IN_SUPPORT
Ba,Zn+Sr+Zr,Ba(90.0) Zn(3.33) Sr(3.33) Zr(3.33),16.796,0.093,2.548,67,IN_SUPPORT
Ba,W+Li+Y,Ba(90.0) W(3.33) Li(3.33) Y(3.33),16.796,0.115,3.338,84,IN_SUPPORT
Ba,Fe+Mg+Sr,Ba(90.0) Fe(3.33) Mg(3.33) Sr(3.33),16.796,0.233,3.034,67,IN_SUPPORT
Ba,Fe+La+Ca,Ba(90.0) Fe(3.33) La(3.33) Ca(3.33),16.792,0.191,0.142,96,IN_SUPPORT
Ba,W+Mo+Ca,Ba(90.0) W(3.33) Mo(3.33) Ca(3.33),16.792,0.141,2.09,121,IN_SUPPORT
Ba,Cs+Zn+Y,Ba(90.0) Cs(3.33) Zn(3.33) Y(3.33),16.791,0.077,2.547,84,IN_SUPPORT
Ba,Zn+Nd+Sr,Ba(90.0) Zn(3.33) Nd(3.33) Sr(3.33),16.789,0.102,4.024,67,IN_SUPPORT
Ba,Zn+Na+La,Ba(90.0) Zn(3.33) Na(3.33) La(3.33),16.788,0.158,0.177,80,IN_SUPPORT
Ba,Fe+Nd,Ba(93.3) Fe(3.33) Nd(3.33),16.788,0.162,0.138,83,IN_SUPPORT
Ba,Tb+Eu,Ba(93.3) Tb(3.33) Eu(3.33),16.788,0.16,3.228,74,IN_SUPPORT
Ba,Na+La+Zr,Ba(90.0) Na(3.33) La(3.33) Zr(3.33),16.787,0.218,0.222,80,IN_SUPPORT
Ba,Mo+Ce+Sr,Ba(90.0) Mo(3.33) Ce(3.33) Sr(3.33),16.786,0.094,0.188,67,IN_SUPPORT
Ba,Zn+La,Ba(93.3) Zn(3.33) La(3.33),16.784,0.112,2.438,111,IN_SUPPORT
Ba,Eu+Sr+Ti,Ba(90.0) Eu(3.33) Sr(3.33) Ti(3.33),16.783,0.191,3.063,67,IN_SUPPORT
Ba,Cs+Fe+Na,Ba(90.0) Cs(3.33) Fe(3.33) Na(3.33),16.78,0.129,2.094,80,IN_SUPPORT
Ba,Cs+Y+Sr,Ba(90.0) Cs(3.33) Y(3.33) Sr(3.33),16.776,0.088,3.414,67,IN_SUPPORT
Ba,Cs+Y+Ti,Ba(90.0) Cs(3.33) Y(3.33) Ti(3.33),16.774,0.135,0.137,84,IN_SUPPORT
Ba,W+Cs+La,Ba(90.0) W(3.33) Cs(3.33) La(3.33),16.77,0.27,0.153,130,IN_SUPPORT
Ba,W+Y+Tb,Ba(90.0) W(3.33) Y(3.33) Tb(3.33),16.769,0.119,3.338,75,IN_SUPPORT
Ba,Mg+La+Eu,Ba(90.0) Mg(3.33) La(3.33) Eu(3.33),16.769,0.229,0.157,74,IN_SUPPORT
Ba,Fe+Hf+Eu,Ba(90.0) Fe(3.33) Hf(3.33) Eu(3.33),16.763,0.09,3.701,74,IN_SUPPORT
Ba,Fe+Mg+Zr,Ba(90.0) Fe(3.33) Mg(3.33) Zr(3.33),16.763,0.134,0.227,96,IN_SUPPORT
Ba,Fe+Zr+Ti,Ba(90.0) Fe(3.33) Zr(3.33) Ti(3.33),16.759,0.126,0.208,96,IN_SUPPORT
Ba,Cs+Tb+Eu,Ba(90.0) Cs(3.33) Tb(3.33) Eu(3.33),16.755,0.118,3.225,74,IN_SUPPORT
Ba,Mg+La+Sr,Ba(90.0) Mg(3.33) La(3.33) Sr(3.33),16.753,0.133,0.158,67,IN_SUPPORT
Ba,Fe+Na+La,Ba(90.0) Fe(3.33) Na(3.33) La(3.33),16.752,0.127,0.2,80,IN_SUPPORT
Ba,Mo+Y+V,Ba(90.0) Mo(3.33) Y(3.33) V(3.33),16.748,0.159,3.34,73,IN_SUPPORT
Ba,Mo+Zn+Hf,Ba(90.0) Mo(3.33) Zn(3.33) Hf(3.33),16.745,0.098,2.437,83,IN_SUPPORT
Ba,W+Ce+La,Ba(90.0) W(3.33) Ce(3.33) La(3.33),16.745,0.255,0.258,135,IN_SUPPORT
Ba,Zn+Eu+Ca,Ba(90.0) Zn(3.33) Eu(3.33) Ca(3.33),16.744,0.11,2.555,74,IN_SUPPORT
Ba,Zn+Mg+Sr,Ba(90.0) Zn(3.33) Mg(3.33) Sr(3.33),16.744,0.121,2.548,67,IN_SUPPORT
Ba,W+Hf+Ti,Ba(90.0) W(3.33) Hf(3.33) Ti(3.33),16.744,0.14,0.199,83,IN_SUPPORT
Ba,Cs+Li+Fe,Ba(90.0) Cs(3.33) Li(3.33) Fe(3.33),16.741,0.175,3.033,96,IN_SUPPORT
Ba,Mo+K+Ce,Ba(90.0) Mo(3.33) K(3.33) Ce(3.33),16.735,0.074,0.2,95,IN_SUPPORT
Ba,K+Na+Eu,Ba(90.0) K(3.33) Na(3.33) Eu(3.33),16.734,0.138,3.061,74,IN_SUPPORT
Ba,K+Nd+La,Ba(90.0) K(3.33) Nd(3.33) La(3.33),16.734,0.142,2.972,83,IN_SUPPORT
Ba,Zn+Mg+La,Ba(90.0) Zn(3.33) Mg(3.33) La(3.33),16.732,0.12,2.441,111,IN_SUPPORT
Ba,Fe+Y+Ti,Ba(90.0) Fe(3.33) Y(3.33) Ti(3.33),16.731,0.17,3.038,84,IN_SUPPORT
Ba,Cs+Fe+K,Ba(90.0) Cs(3.33) Fe(3.33) K(3.33),16.728,0.131,3.25,95,IN_SUPPORT
Ba,La+Eu+Ca,Ba(90.0) La(3.33) Eu(3.33) Ca(3.33),16.727,0.217,0.239,74,IN_SUPPORT
Ba,Zn+Mg+Zr,Ba(90.0) Zn(3.33) Mg(3.33) Zr(3.33),16.724,0.148,2.441,111,IN_SUPPORT
Ba,Mo+Ce,Ba(93.3) Mo(3.33) Ce(3.33),16.723,0.192,0.254,121,IN_SUPPORT
Ba,W+Nd+Sr,Ba(90.0) W(3.33) Nd(3.33) Sr(3.33),16.722,0.089,3.864,67,IN_SUPPORT
Ba,Zn+Y+Zr,Ba(90.0) Zn(3.33) Y(3.33) Zr(3.33),16.72,0.14,2.548,84,IN_SUPPORT
Ba,Cs+Li+Ti,Ba(90.0) Cs(3.33) Li(3.33) Ti(3.33),16.716,0.143,0.156,113,IN_SUPPORT
Ba,W+Zn+Mg,Ba(90.0) W(3.33) Zn(3.33) Mg(3.33),16.711,0.098,2.555,111,IN_SUPPORT
Ba,La+Eu+Ti,Ba(90.0) La(3.33) Eu(3.33) Ti(3.33),16.71,0.139,0.236,74,IN_SUPPORT
Ba,Zn+Nd,Ba(93.3) Zn(3.33) Nd(3.33),16.698,0.11,2.287,83,IN_SUPPORT
Ba,Nd+La+Tb,Ba(90.0) Nd(3.33) La(3.33) Tb(3.33),16.697,0.193,2.493,75,IN_SUPPORT
Ba,Fe+Sr,Ba(93.3) Fe(3.33) Sr(3.33),16.696,0.171,3.033,67,IN_SUPPORT
Ba,Y+Na+La,Ba(90.0) Y(3.33) Na(3.33) La(3.33),16.695,0.092,2.288,80,IN_SUPPORT
Ba,Fe+Nd+Zr,Ba(90.0) Fe(3.33) Nd(3.33) Zr(3.33),16.695,0.19,0.157,83,IN_SUPPORT
Ba,K+Y+Eu,Ba(90.0) K(3.33) Y(3.33) Eu(3.33),16.694,0.12,3.06,74,IN_SUPPORT
Ba,Cs+Zr+Ti,Ba(90.0) Cs(3.33) Zr(3.33) Ti(3.33),16.69,0.136,0.141,130,IN_SUPPORT
Ba,Li+La+Ti,Ba(90.0) Li(3.33) La(3.33) Ti(3.33),16.684,0.186,0.157,113,IN_SUPPORT
Ba,Cs+K+Ti,Ba(90.0) Cs(3.33) K(3.33) Ti(3.33),16.682,0.136,2.09,95,IN_SUPPORT
Ba,Zn+Y+Na,Ba(90.0) Zn(3.33) Y(3.33) Na(3.33),16.68,0.177,3.339,80,IN_SUPPORT
Ba,Na+La+Sr,Ba(90.0) Na(3.33) La(3.33) Sr(3.33),16.678,0.141,2.435,67,IN_SUPPORT
Ba,Ce+La+Sr,Ba(90.0) Ce(3.33) La(3.33) Sr(3.33),16.678,0.207,0.202,67,IN_SUPPORT
Ba,W+Na+Sr,Ba(90.0) W(3.33) Na(3.33) Sr(3.33),16.676,0.171,3.338,67,IN_SUPPORT
Ba,Fe+K+Y,Ba(90.0) Fe(3.33) K(3.33) Y(3.33),16.674,0.157,3.035,84,IN_SUPPORT
Ba,Y+La+Ti,Ba(90.0) Y(3.33) La(3.33) Ti(3.33),16.672,0.114,0.222,84,IN_SUPPORT
Ba,W+La+Ca,Ba(90.0) W(3.33) La(3.33) Ca(3.33),16.672,0.247,0.156,135,IN_SUPPORT
Ba,W+Li,Ba(93.3) W(3.33) Li(3.33),16.667,0.113,0.137,113,IN_SUPPORT
Ba,Cs+Mo+Ce,Ba(90.0) Cs(3.33) Mo(3.33) Ce(3.33),16.665,0.124,0.199,121,IN_SUPPORT
Ba,Fe+Y+Na,Ba(90.0) Fe(3.33) Y(3.33) Na(3.33),16.662,0.171,3.34,80,IN_SUPPORT
Ba,Zn+Sr+Ti,Ba(90.0) Zn(3.33) Sr(3.33) Ti(3.33),16.662,0.133,2.553,67,IN_SUPPORT
Ba,Fe+Y+Nd,Ba(90.0) Fe(3.33) Y(3.33) Nd(3.33),16.661,0.129,3.036,83,IN_SUPPORT
Ba,W+Mo+Ce,Ba(90.0) W(3.33) Mo(3.33) Ce(3.33),16.659,0.144,2.094,121,IN_SUPPORT
Ba,Zn+K+Y,Ba(90.0) Zn(3.33) K(3.33) Y(3.33),16.658,0.091,2.55,84,IN_SUPPORT
Ba,Mo+Y+Ca,Ba(90.0) Mo(3.33) Y(3.33) Ca(3.33),16.656,0.153,2.435,84,IN_SUPPORT
Ba,W+Y+Nd,Ba(90.0) W(3.33) Y(3.33) Nd(3.33),16.655,0.096,2.292,83,IN_SUPPORT
Ba,Li+La+Tb,Ba(90.0) Li(3.33) La(3.33) Tb(3.33),16.653,0.194,2.548,75,IN_SUPPORT
Ba,Cs+La+Eu,Ba(90.0) Cs(3.33) La(3.33) Eu(3.33),16.648,0.222,0.185,74,IN_SUPPORT
Ba,Zn+Ti,Ba(93.3) Zn(3.33) Ti(3.33),16.648,0.082,2.434,111,IN_SUPPORT
Ba,Eu+Sr+Ca,Ba(90.0) Eu(3.33) Sr(3.33) Ca(3.33),16.646,0.128,3.06,67,IN_SUPPORT
